stage_id,candidate_id,semantic_sign_id,display_name,source_dataset,source_repo,source_url,original_dataset_url,legend_url,license_recorded,license_notes,source_split,source_shard,row_index_in_shard,object_index,source_image_path,source_image_sha256,source_class_label,source_class_index,mapping_evidence,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,crop_width,crop_height,crop_sha256,local_crop_path,source_modality,quality_gate,review_status,counts_for_candidate_coverage,notes
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0001,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,2,0,4681.jpg,faee245f94582770753bcb32e55ae592da8a3b0f676044546de77b83ae6ab04a,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1574.400,933.600,1636.800,1009.600,62.400,76.000,104,128,248fcfe5fecd82d7084cc018dbb5a00b4f3391cfff432b3ce32d130c212e6358,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0001_train_data-00000-of-00014_r0002_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0012,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,234,2,43022.jpg,09437dd5bc5f326733e96da470fc12038979943cc67170441a9a011268b61fd5,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,724.752,865.347,763.366,903.922,38.614,38.575,65,64,81536d7315cbb25e89d05f8712d6a689161e93bc701a303c63f1202f9460f395,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0012_train_data-00000-of-00014_r0234_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0013,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,250,1,76132.jpg,a4793e7a228b39114062770c79d9310dbad5d64867b00f5c06bdd9287b8dc9b9,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,521.000,870.000,547.000,899.000,26.000,29.000,44,49,bdcf0cdeceb813ea8171a10408dcce3ae8c081830c27e6446a96fd6334b6ac4f,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0013_train_data-00000-of-00014_r0250_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0014,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,305,2,35276.jpg,63f40382d6449456de8a2666f4f5953511a3d1086964b6d1f8b66f840b3298f5,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,576.238,844.555,618.813,887.129,42.576,42.574,70,73,66b1c9db35f6144d89913088c80c0835aa355b0e6ad653b68e54b9fc06399ad2,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0014_train_data-00000-of-00014_r0305_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0015,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,360,2,80736.jpg,a8b08b32fa980b31d7952eba7324d1dfb0f6d8f32d5859e7bc80bb61a71a0ad7,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1176.800,720.000,1240.800,782.948,64.000,62.948,108,104,c9956d75d8a98c4d27f8614522b5dee2fb08ec0c3cbf184bc9679aff5368dabb,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0015_train_data-00000-of-00014_r0360_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0016,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,390,2,73380.jpg,01233ebaeb8d55bd6519b705a5a000c27b1225009793d436be03b579615f0119,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,554.000,841.000,590.000,875.000,36.000,34.000,60,56,57698589bb819eef283a766ab38aad8b8dec7be57c707c916d94490d579cfd1f,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0016_train_data-00000-of-00014_r0390_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0017,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,426,1,47278.jpg,20e99767928eb164d806798b6ffcdeb6556447ce9c832ab6817ae80c9169ea39,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,300.000,748.515,340.594,800.000,40.594,51.485,68,88,a3c0a03b4538abdaf96b71b8a9ba211d996206c03878708e3eeb68ad2c0a5096,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0017_train_data-00000-of-00014_r0426_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0018,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,427,1,9142.jpg,4b335da62bb4c2a972de8588f6f153b019c30cd6e6602ffffc3614eedeca8d7b,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,821.782,712.871,899.010,785.148,77.228,72.278,132,123,cbac0a0090e950dd4041066aaccd64133b12f6ea1a541896a6416517b1f5266d,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0018_train_data-00000-of-00014_r0427_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0019,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00000-of-00014.arrow,430,5,60497.jpg,17e62b9fb37e9920c946c66f945b34ee03019947fd4ee87a6c27faadb0c07914,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1851.590,884.921,1879.365,924.603,27.775,39.682,46,68,10487a582599abb9b1536f9f722ebd6ca7122e536990b362b2a32a149971806f,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0019_train_data-00000-of-00014_r0430_o05.jpg,real_road_photo_crop_from_detection_dataset,accepted_but_small_bbox_review,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0020,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00001-of-00014.arrow,22,3,78170.jpg,b4871a5889cc0f81c379f5526297c16fe95de2b866fa6e3a52b763c7521bab47,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1328.000,864.000,1371.000,912.000,43.000,48.000,73,80,efd96c9e27a29239cd1ec31e474927417448325e425aef7e54ca822f635da337,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0020_train_data-00001-of-00014_r0022_o03.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_01_tt100k_exact_real_crops,TTG01-i4-0021,motor_vehicles_only,Motor vehicles only,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00001-of-00014.arrow,32,0,67665.jpg,a6fb22852f18c4c41c62df6f74953e9439e1a2212950834a7f137f02329213c1,i4,9,TT100K legend icon i4 shows the blue circular motor-vehicle-only sign.,2048,2048,1168.000,795.000,1219.000,845.000,51.000,50.000,85,84,d92059d4067de7d9a8099e267683e0af463920039907b686842ef268938a2fc8,data/raw/online_sources/stage_c_gap_fill_01_tt100k/crops/motor_vehicles_only/TTG01-i4-0021_train_data-00001-of-00014_r0032_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
