stage_e_dataset_id,sample_id,split,semantic_sign_id,name_en,priority,required_for,source_crop_path,dataset_image_path,crop_sha256,crop_width,crop_height,stage_d_manifest,stage_d_batch,stage_d_status,selected_index,review_decision,source_group,source_dataset,source_split,source_label,source_url,license_notes,mapping_evidence,prior_review_status,dedupe_key,leakage_group,base_variant_group,is_controlled_variant,is_synthetic,annotation_status,review_notes
stage_e_current_20260702,stagee_animal_crossing_00015_cf20e0fe97,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-1-_jpg.rf.887dd1934f5661d3869e28eaf90b6c33_00_c9_7bafdbc456f0.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00015_cf20e0fe97.jpg,cf20e0fe97bb5093e1023b1cf743f0a40b3ee42742b50494c85dd887c077a509,548,480,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,15,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-1-_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:C-1-_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00016_579b9267fc,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-1-_png.rf.7108353af01374047571021e3abd18c9_00_c9_4aab4720e697.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00016_579b9267fc.jpg,579b9267fc065872b244879835a289f5b8d52a72af440c883a558ff0532e27b5,120,105,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,16,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-1-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-1-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00017_29ea82909d,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/animal_crossing/C-10-_png.rf.998683c96cbd48740563cc585a92052f_00_c9_5cf75efc313c.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00017_29ea82909d.jpg,29ea82909d341be68d5647589cbe7f4a795f3823cff742a390c53f5290e9f702,180,180,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,17,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-10-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-10-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00018_a9057ff006,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/animal_crossing/C-11-_png.rf.60af9365f58dd4d308703b86ab7cd225_00_c9_1dfc3d208002.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00018_a9057ff006.jpg,a9057ff0064690a5db8ef911616360b637d8677e365ff456a5a51a9de5c24881,180,180,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,18,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-11-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-11-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00019_5c6e928660,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-12-_png.rf.be83e8e4eca328c806e916d1782941d6_00_c9_041f9dc3e231.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00019_5c6e928660.jpg,5c6e92866066dd9c0189e4bf93485c161d8d7f7e7475f347e102e86359aed223,180,180,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,19,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-12-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-12-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00020_3e897fa28b,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-13-_jpg.rf.0fce8a7a13d06f873bfafb7dacb4d183_00_c9_094e4a9b6f42.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00020_3e897fa28b.jpg,3e897fa28bdc43d5dfee8b6ff58224be840ef1c55f675d57af27ce7603b48940,90,75,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,20,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-13-_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:C-13-_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00021_03baa5810b,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/animal_crossing/C-13-_png.rf.72739f2be7b99d89ec6153a05b475073_00_c9_0e490cc13fe4.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00021_03baa5810b.jpg,03baa5810be1e796d3020289bb661e4a0016ca6490bc5a3c7ff66b0217cdfa5f,180,180,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,21,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-13-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-13-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00022_310cd9f54b,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/animal_crossing/C-14-_jpg.rf.840449b56f5f232bc68579d50bdda2ce_00_c9_d52630f877aa.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00022_310cd9f54b.jpg,310cd9f54b3db17a833580c8193336e02a39c3cfb0855806009d14a718be8bc8,498,453,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,22,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-14-_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:C-14-_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00023_ae629503b4,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/animal_crossing/C-14-_png.rf.de755c439d089d0a558c26c45b8e9700_00_c9_bac76b402707.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00023_ae629503b4.jpg,ae629503b49d1cc4bd7e9e3b0fac0cc8468a46472c590c48fb3fa2478263d4f9,177,180,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,23,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-14-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-14-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00028_93b27748a6,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-17-_jpg.rf.c63865bfd98c1914a4c1d43cafee2373_00_c9_81ef9606747e.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00028_93b27748a6.jpg,93b27748a6fda03e8c39119b8342cdce15117c8d709d64191949dae109dce4f8,720,345,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,28,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-17-_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:C-17-_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00029_11512b6eb0,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-17-_png.rf.3c97072e1f32621de8f17ca88be6eb1e_00_c9_7d44a8a2f1d9.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00029_11512b6eb0.jpg,11512b6eb0826e36325949e7ffe854e816fb1e5227bd91a6a88d0df9778ed494,220,194,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,29,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-17-_png,roboflow_source_manifest::animal_crossing::Cow nearby:C-17-_png,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_animal_crossing_00030_13daa7af6e,train,animal_crossing,Animals crossing,should,secondary_malaysia;current_p5_dataset,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/animal_crossing/C-18-_jpg.rf.0136187ce359df3ad6556e2bcc6d5b64_00_c9_06f9e34c5a43.jpg,data/processed/stage_e_classifier_current/train/animal_crossing/stagee_animal_crossing_00030_13daa7af6e.jpg,13daa7af6e1ae406cc90f679d46b326204d32214914507e9c520ebf1e06bfd7e,480,480,data/manifests/stage_d_other_zero_gap_qc_manifest.csv,stage_d_other_zero_gap_minimum_qc,accepted_first_pass_visual_qc,30,accept,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Cow nearby,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Cow nearby; mapping confidence high.,accepted_public_mixed,Cow nearby:C-18-_jpg,roboflow_source_manifest::animal_crossing::Cow nearby:C-18-_jpg,animal_crossing::See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
stage_e_current_20260702,stagee_bicycle_crossing_00001_144e4156a8,train,bicycle_crossing,Bicycle crossing,must,assignment,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0001_00000_00000.jpg,data/processed/stage_e_classifier_current/train/bicycle_crossing/stagee_bicycle_crossing_00001_144e4156a8.jpg,144e4156a8783b21779c61609bc6db1345bd38197e329e3d87364150324db314,27,36,data/manifests/stage_d_zero_gap_qc_manifest.csv,stage_d_zero_gap_minimum_qc,accepted_first_pass_visual_qc,1,accept,stage_c_gap_fill_02_public_real_sources_candidates,German Traffic Sign Recognition Benchmark / GTSRB,train,Bicycles crossing,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,GTSRB class 29 is the real-road bicycle-crossing warning sign.,auto_exact_label_pending_stage_d_visual_qc,GTSRB/Training/00029/00000_00000.ppm,stage_c_gap_fill_02_public_real_sources_candidates::bicycle_crossing::GTSRB/Training/00029/00000_00000.ppm,bicycle_crossing::https://benchmark.ini.rub.de/,false,false,stage_d_minimum_qc_accepted,Frozen into Stage E current classifier dataset.
