split,current_label,file,instance_id,source_class_id,filename,width,height,area,tiny_crop
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_724032002f9a00a9_003.jpg,emtd_724032002f9a00a9_003,62,P1840134.JPG,184,189,34776,false
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_78323ccd16efe861_005.jpg,emtd_78323ccd16efe861_005,62,P1860094.JPG,44,46,2024,false
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_9123b15c355822d1_004.jpg,emtd_9123b15c355822d1_004,62,1081.jpg,27,29,783,true
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_a46a08ce2a37eddb_003.jpg,emtd_a46a08ce2a37eddb_003,62,P1840101.JPG,78,84,6552,false
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_b94f0b098b8b1ea3_003.jpg,emtd_b94f0b098b8b1ea3_003,62,124.jpg,27,26,702,true
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_bf525f26be6b7537_003.jpg,emtd_bf525f26be6b7537_003,62,1013.jpg,14,16,224,true
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_c778fe83acf5738d_005.jpg,emtd_c778fe83acf5738d_005,62,P1860073.JPG,277,277,76729,false
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_f032064e939cabdc_005.jpg,emtd_f032064e939cabdc_005,62,P1840201.JPG,259,257,66563,false
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_f83fa3e37bd383db_004.jpg,emtd_f83fa3e37bd383db_004,62,Screenshot (279).png,14,14,196,true
test,divided_road_begins,data/processed/emtd_classification/test/divided_road_begins/emtd_fe3876c03658671d_005.jpg,emtd_fe3876c03658671d_005,62,P1840102.JPG,343,381,130683,false
test,double_curve,data/processed/emtd_classification/test/double_curve/emtd_6a090bef0dd3c4b7_002.jpg,emtd_6a090bef0dd3c4b7_002,65,P1840289.JPG,444,444,197136,false
test,general_caution,data/processed/emtd_classification/test/general_caution/emtd_018e51e9ae23a3ba_003.jpg,emtd_018e51e9ae23a3ba_003,46,Screenshot (267).png,27,31,837,true
test,general_caution,data/processed/emtd_classification/test/general_caution/emtd_3ed7a222fd38cc5f_007.jpg,emtd_3ed7a222fd38cc5f_007,19,P1840113.JPG,179,178,31862,false
test,general_caution,data/processed/emtd_classification/test/general_caution/emtd_f8082107503b594d_004.jpg,emtd_f8082107503b594d_004,46,1033.jpg,29,31,899,true
test,general_caution,data/processed/emtd_classification/test/general_caution/emtd_f8082107503b594d_005.jpg,emtd_f8082107503b594d_005,46,1033.jpg,26,26,676,true
test,give_way,data/processed/emtd_classification/test/give_way/emtd_018e51e9ae23a3ba_001.jpg,emtd_018e51e9ae23a3ba_001,31,Screenshot (267).png,12,12,144,true
test,give_way,data/processed/emtd_classification/test/give_way/emtd_3ed7a222fd38cc5f_015.jpg,emtd_3ed7a222fd38cc5f_015,62,P1840113.JPG,55,47,2585,false
test,give_way,data/processed/emtd_classification/test/give_way/emtd_69a204a515f07cc4_012.jpg,emtd_69a204a515f07cc4_012,57,P1840116.JPG,191,161,30751,false
test,give_way,data/processed/emtd_classification/test/give_way/emtd_78323ccd16efe861_002.jpg,emtd_78323ccd16efe861_002,31,P1860094.JPG,85,122,10370,false
test,give_way,data/processed/emtd_classification/test/give_way/emtd_bf46fd2a09e05bed_005.jpg,emtd_bf46fd2a09e05bed_005,31,1000.jpg,19,20,380,true
test,give_way,data/processed/emtd_classification/test/give_way/emtd_f032064e939cabdc_001.jpg,emtd_f032064e939cabdc_001,29,P1840201.JPG,45,69,3105,false
test,give_way,data/processed/emtd_classification/test/give_way/emtd_f83fa3e37bd383db_001.jpg,emtd_f83fa3e37bd383db_001,31,Screenshot (279).png,12,12,144,true
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_05c11e440bceae36_002.jpg,emtd_05c11e440bceae36_002,21,P1840098.JPG,60,59,3540,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_1f2671d8396a5778_001.jpg,emtd_1f2671d8396a5778_001,16,P1830942.JPG,46,43,1978,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_3ed7a222fd38cc5f_013.jpg,emtd_3ed7a222fd38cc5f_013,56,P1840113.JPG,38,60,2280,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_5959063e85e67c7b_001.jpg,emtd_5959063e85e67c7b_001,16,P1840426.JPG,131,140,18340,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_5c18f71806f7f407_002.jpg,emtd_5c18f71806f7f407_002,24,P1840106.JPG,203,204,41412,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_5f7cf79a455c49f0_001.jpg,emtd_5f7cf79a455c49f0_001,16,P1840143.JPG,70,69,4830,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_5f7cf79a455c49f0_004.jpg,emtd_5f7cf79a455c49f0_004,21,P1840143.JPG,226,220,49720,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_69a204a515f07cc4_005.jpg,emtd_69a204a515f07cc4_005,16,P1840116.JPG,270,259,69930,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_76b83678743ddcdc_001.jpg,emtd_76b83678743ddcdc_001,15,P1840489.JPG,130,135,17550,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_76b83678743ddcdc_002.jpg,emtd_76b83678743ddcdc_002,15,P1840489.JPG,125,133,16625,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_a1facd63173fa897_001.jpg,emtd_a1facd63173fa897_001,13,P1860112.JPG,231,230,53130,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_c6ff2feb98444e60_002.jpg,emtd_c6ff2feb98444e60_002,24,P1830943.JPG,70,71,4970,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_db2c56c851f1f24b_001.jpg,emtd_db2c56c851f1f24b_001,13,Screenshot (73).png,40,45,1800,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_f0d9cd2579e041da_001.jpg,emtd_f0d9cd2579e041da_001,14,P1840605.JPG,93,122,11346,false
test,height_restriction,data/processed/emtd_classification/test/height_restriction/emtd_fe3876c03658671d_001.jpg,emtd_fe3876c03658671d_001,13,P1840102.JPG,100,100,10000,false
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_3ed7a222fd38cc5f_006.jpg,emtd_3ed7a222fd38cc5f_006,16,P1840113.JPG,26,26,676,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_69a204a515f07cc4_006.jpg,emtd_69a204a515f07cc4_006,31,P1840116.JPG,46,45,2070,false
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_72f8f76c91ead88a_001.jpg,emtd_72f8f76c91ead88a_001,3,Screenshot (289).png,23,22,506,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_72f8f76c91ead88a_002.jpg,emtd_72f8f76c91ead88a_002,3,Screenshot (289).png,12,13,156,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_78323ccd16efe861_001.jpg,emtd_78323ccd16efe861_001,3,P1860094.JPG,31,32,992,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_8f7e798bef8b857c_001.jpg,emtd_8f7e798bef8b857c_001,3,Screenshot (287).png,15,14,210,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_8f7e798bef8b857c_002.jpg,emtd_8f7e798bef8b857c_002,3,Screenshot (287).png,10,11,110,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_bf46fd2a09e05bed_002.jpg,emtd_bf46fd2a09e05bed_002,3,1000.jpg,22,23,506,true
test,keep_left,data/processed/emtd_classification/test/keep_left/emtd_f8082107503b594d_001.jpg,emtd_f8082107503b594d_001,3,1033.jpg,125,104,13000,false
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_29137c7c673163f8_001.jpg,emtd_29137c7c673163f8_001,2,1034.jpg,60,47,2820,false
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_29137c7c673163f8_002.jpg,emtd_29137c7c673163f8_002,2,1034.jpg,23,20,460,true
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_50151c3e117edc65_001.jpg,emtd_50151c3e117edc65_001,2,Screenshot (86).png,24,21,504,true
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_50151c3e117edc65_002.jpg,emtd_50151c3e117edc65_002,2,Screenshot (86).png,33,34,1122,false
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_5d2552f3c147808b_001.jpg,emtd_5d2552f3c147808b_001,2,27.jpg,25,22,550,true
test,keep_right,data/processed/emtd_classification/test/keep_right/emtd_bf46fd2a09e05bed_001.jpg,emtd_bf46fd2a09e05bed_001,2,1000.jpg,91,90,8190,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_05c11e440bceae36_001.jpg,emtd_05c11e440bceae36_001,16,P1840098.JPG,230,222,51060,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_0cab9ef2c368a7ef_001.jpg,emtd_0cab9ef2c368a7ef_001,19,70.jpg,39,38,1482,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_0fee531f9fe6d8b3_001.jpg,emtd_0fee531f9fe6d8b3_001,23,P1840477.JPG,527,534,281418,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_1f2671d8396a5778_002.jpg,emtd_1f2671d8396a5778_002,24,P1830942.JPG,35,34,1190,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_40de39938cbd8ff9_001.jpg,emtd_40de39938cbd8ff9_001,18,Screenshot (76).png,41,41,1681,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_4d21a48d4654424d_001.jpg,emtd_4d21a48d4654424d_001,23,1050.jpg,87,90,7830,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_4d21a48d4654424d_002.jpg,emtd_4d21a48d4654424d_002,23,1050.jpg,93,97,9021,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_50151c3e117edc65_006.jpg,emtd_50151c3e117edc65_006,22,Screenshot (86).png,31,33,1023,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_5959063e85e67c7b_002.jpg,emtd_5959063e85e67c7b_002,24,P1840426.JPG,246,238,58548,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_5c18f71806f7f407_001.jpg,emtd_5c18f71806f7f407_001,16,P1840106.JPG,125,125,15625,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_5f7cf79a455c49f0_002.jpg,emtd_5f7cf79a455c49f0_002,16,P1840143.JPG,54,54,2916,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_5f7cf79a455c49f0_003.jpg,emtd_5f7cf79a455c49f0_003,19,P1840143.JPG,116,116,13456,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_63f92938c22973ad_002.jpg,emtd_63f92938c22973ad_002,19,Screenshot (140).png,41,35,1435,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_6b3bad116f3adbf1_001.jpg,emtd_6b3bad116f3adbf1_001,21,P1840182.JPG,32,31,992,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_701df3c5dbd195c2_001.jpg,emtd_701df3c5dbd195c2_001,19,69.jpg,23,23,529,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_77b5ce71feac4f10_001.jpg,emtd_77b5ce71feac4f10_001,25,P1840563.JPG,465,465,216225,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_9c1138b7995fcf5a_001.jpg,emtd_9c1138b7995fcf5a_001,19,P1860049.JPG,285,280,79800,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_a099ceb90cfeb69c_001.jpg,emtd_a099ceb90cfeb69c_001,22,P1860068.JPG,313,328,102664,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_a1facd63173fa897_002.jpg,emtd_a1facd63173fa897_002,18,P1860112.JPG,227,229,51983,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_accf102caaa970ce_001.jpg,emtd_accf102caaa970ce_001,22,1.jpg,23,21,483,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_accf102caaa970ce_002.jpg,emtd_accf102caaa970ce_002,22,1.jpg,18,18,324,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_bf525f26be6b7537_001.jpg,emtd_bf525f26be6b7537_001,21,1013.jpg,33,34,1122,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_c1f70e702a101084_001.jpg,emtd_c1f70e702a101084_001,19,1028.jpg,18,24,432,true
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_c6ff2feb98444e60_001.jpg,emtd_c6ff2feb98444e60_001,16,P1830943.JPG,46,46,2116,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_d255ff9967c36226_001.jpg,emtd_d255ff9967c36226_001,25,Screenshot (314).png,34,34,1156,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_d58f34d08b4a612e_001.jpg,emtd_d58f34d08b4a612e_001,19,P1840038.JPG,256,249,63744,false
test,maximum_speed,data/processed/emtd_classification/test/maximum_speed/emtd_db2c56c851f1f24b_002.jpg,emtd_db2c56c851f1f24b_002,20,Screenshot (73).png,27,27,729,true
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_1f2671d8396a5778_003.jpg,emtd_1f2671d8396a5778_003,57,P1830942.JPG,548,548,300304,false
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_3ed7a222fd38cc5f_014.jpg,emtd_3ed7a222fd38cc5f_014,57,P1840113.JPG,76,77,5852,false
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_5959063e85e67c7b_003.jpg,emtd_5959063e85e67c7b_003,57,P1840426.JPG,130,131,17030,false
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_69a204a515f07cc4_003.jpg,emtd_69a204a515f07cc4_003,10,P1840116.JPG,426,421,179346,false
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_69a204a515f07cc4_004.jpg,emtd_69a204a515f07cc4_004,10,P1840116.JPG,136,135,18360,false
test,merge_left,data/processed/emtd_classification/test/merge_left/emtd_bf46fd2a09e05bed_007.jpg,emtd_bf46fd2a09e05bed_007,57,1000.jpg,43,43,1849,false
test,merge_right,data/processed/emtd_classification/test/merge_right/emtd_3ed7a222fd38cc5f_002.jpg,emtd_3ed7a222fd38cc5f_002,3,P1840113.JPG,59,61,3599,false
test,merge_right,data/processed/emtd_classification/test/merge_right/emtd_69a204a515f07cc4_001.jpg,emtd_69a204a515f07cc4_001,3,P1840116.JPG,192,186,35712,false
test,merge_right,data/processed/emtd_classification/test/merge_right/emtd_fe3876c03658671d_004.jpg,emtd_fe3876c03658671d_004,56,P1840102.JPG,112,130,14560,false
test,no_entry,data/processed/emtd_classification/test/no_entry/emtd_3ed7a222fd38cc5f_009.jpg,emtd_3ed7a222fd38cc5f_009,42,P1840113.JPG,31,32,992,true
test,no_entry,data/processed/emtd_classification/test/no_entry/emtd_63f92938c22973ad_001.jpg,emtd_63f92938c22973ad_001,10,Screenshot (140).png,34,23,782,true
test,no_entry,data/processed/emtd_classification/test/no_entry/emtd_69a204a515f07cc4_007.jpg,emtd_69a204a515f07cc4_007,42,P1840116.JPG,34,54,1836,false
test,no_entry,data/processed/emtd_classification/test/no_entry/emtd_72f8f76c91ead88a_003.jpg,emtd_72f8f76c91ead88a_003,10,Screenshot (289).png,10,12,120,true
test,no_heavy_vehicle,data/processed/emtd_classification/test/no_heavy_vehicle/emtd_f064bdcb26a6bd99_001.jpg,emtd_f064bdcb26a6bd99_001,28,Screenshot (18).png,38,34,1292,false
test,no_left_turn,data/processed/emtd_classification/test/no_left_turn/emtd_50151c3e117edc65_005.jpg,emtd_50151c3e117edc65_005,7,Screenshot (86).png,32,34,1088,false
test,no_left_turn,data/processed/emtd_classification/test/no_left_turn/emtd_e40caa8f305a57cb_001.jpg,emtd_e40caa8f305a57cb_001,7,P1840472.JPG,273,267,72891,false
test,no_overtaking,data/processed/emtd_classification/test/no_overtaking/emtd_72f8f76c91ead88a_004.jpg,emtd_72f8f76c91ead88a_004,33,Screenshot (289).png,107,91,9737,false
test,no_overtaking,data/processed/emtd_classification/test/no_overtaking/emtd_8f7e798bef8b857c_003.jpg,emtd_8f7e798bef8b857c_003,33,Screenshot (287).png,25,22,550,true
test,no_parking,data/processed/emtd_classification/test/no_parking/emtd_4a175710f8d593a0_002.jpg,emtd_4a175710f8d593a0_002,29,P1840200.JPG,34,49,1666,false
test,no_parking,data/processed/emtd_classification/test/no_parking/emtd_4a175710f8d593a0_003.jpg,emtd_4a175710f8d593a0_003,30,P1840200.JPG,122,204,24888,false
test,no_parking,data/processed/emtd_classification/test/no_parking/emtd_9c1138b7995fcf5a_002.jpg,emtd_9c1138b7995fcf5a_002,29,P1860049.JPG,214,303,64842,false
test,no_parking,data/processed/emtd_classification/test/no_parking/emtd_f032064e939cabdc_003.jpg,emtd_f032064e939cabdc_003,31,P1840201.JPG,52,70,3640,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_4a175710f8d593a0_001.jpg,emtd_4a175710f8d593a0_001,29,P1840200.JPG,40,48,1920,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_6b3bad116f3adbf1_002.jpg,emtd_6b3bad116f3adbf1_002,30,P1840182.JPG,29,29,841,true
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_724032002f9a00a9_001.jpg,emtd_724032002f9a00a9_001,30,P1840134.JPG,98,98,9604,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_f032064e939cabdc_002.jpg,emtd_f032064e939cabdc_002,30,P1840201.JPG,110,110,12100,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_f43403930d9e849f_001.jpg,emtd_f43403930d9e849f_001,30,Screenshot (92).png,57,57,3249,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_f8082107503b594d_002.jpg,emtd_f8082107503b594d_002,30,1033.jpg,23,23,529,true
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_fe3876c03658671d_002.jpg,emtd_fe3876c03658671d_002,30,P1840102.JPG,126,148,18648,false
test,no_stopping,data/processed/emtd_classification/test/no_stopping/emtd_ff937d8340aa908c_001.jpg,emtd_ff937d8340aa908c_001,30,1026.jpg,117,78,9126,false
test,no_u_turn,data/processed/emtd_classification/test/no_u_turn/emtd_69a204a515f07cc4_010.jpg,emtd_69a204a515f07cc4_010,56,P1840116.JPG,136,160,21760,false
test,no_u_turn,data/processed/emtd_classification/test/no_u_turn/emtd_9123b15c355822d1_002.jpg,emtd_9123b15c355822d1_002,9,1081.jpg,44,43,1892,false
test,obstruction_ahead,data/processed/emtd_classification/test/obstruction_ahead/emtd_3ed7a222fd38cc5f_003.jpg,emtd_3ed7a222fd38cc5f_003,9,P1840113.JPG,35,38,1330,false
test,obstruction_ahead,data/processed/emtd_classification/test/obstruction_ahead/emtd_3ed7a222fd38cc5f_005.jpg,emtd_3ed7a222fd38cc5f_005,16,P1840113.JPG,78,76,5928,false
test,obstruction_ahead,data/processed/emtd_classification/test/obstruction_ahead/emtd_69a204a515f07cc4_002.jpg,emtd_69a204a515f07cc4_002,9,P1840116.JPG,433,449,194417,false
test,pass_either_side,data/processed/emtd_classification/test/pass_either_side/emtd_69f1dbc4bc0ec4ec_001.jpg,emtd_69f1dbc4bc0ec4ec_001,4,P1840270.JPG,336,304,102144,false
test,pass_either_side,data/processed/emtd_classification/test/pass_either_side/emtd_72ca33f1c1e1c9c8_001.jpg,emtd_72ca33f1c1e1c9c8_001,4,P1860371.JPG,158,154,24332,false
test,pedestrian_crossing,data/processed/emtd_classification/test/pedestrian_crossing/emtd_0e7c200cc0562811_002.jpg,emtd_0e7c200cc0562811_002,43,P1840598.JPG,140,154,21560,false
test,pedestrian_crossing,data/processed/emtd_classification/test/pedestrian_crossing/emtd_2ca5d238e28dec52_002.jpg,emtd_2ca5d238e28dec52_002,43,P1840009.JPG,247,262,64714,false
test,pedestrian_crossing,data/processed/emtd_classification/test/pedestrian_crossing/emtd_3ed7a222fd38cc5f_008.jpg,emtd_3ed7a222fd38cc5f_008,31,P1840113.JPG,78,76,5928,false
test,pedestrian_crossing,data/processed/emtd_classification/test/pedestrian_crossing/emtd_69a204a515f07cc4_011.jpg,emtd_69a204a515f07cc4_011,57,P1840116.JPG,54,57,3078,false
test,pedestrian_crossing,data/processed/emtd_classification/test/pedestrian_crossing/emtd_a46a08ce2a37eddb_002.jpg,emtd_a46a08ce2a37eddb_002,42,P1840101.JPG,59,81,4779,false
test,permitted_u_turn,data/processed/emtd_classification/test/permitted_u_turn/emtd_3ed7a222fd38cc5f_010.jpg,emtd_3ed7a222fd38cc5f_010,46,P1840113.JPG,82,122,10004,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_1e28dff0ebb63e11_001.jpg,emtd_1e28dff0ebb63e11_001,37,P1860062.JPG,197,194,38218,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_1e28dff0ebb63e11_002.jpg,emtd_1e28dff0ebb63e11_002,38,P1860062.JPG,337,339,114243,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_4d21a48d4654424d_003.jpg,emtd_4d21a48d4654424d_003,37,1050.jpg,48,48,2304,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_4d21a48d4654424d_004.jpg,emtd_4d21a48d4654424d_004,37,1050.jpg,28,29,812,true
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_4d21a48d4654424d_005.jpg,emtd_4d21a48d4654424d_005,37,1050.jpg,25,24,600,true
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_63f92938c22973ad_003.jpg,emtd_63f92938c22973ad_003,37,Screenshot (140).png,55,45,2475,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_63f92938c22973ad_004.jpg,emtd_63f92938c22973ad_004,38,Screenshot (140).png,40,30,1200,true
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_9bfd9ddc90d6225d_002.jpg,emtd_9bfd9ddc90d6225d_002,37,131.jpg,75,91,6825,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_9c1138b7995fcf5a_003.jpg,emtd_9c1138b7995fcf5a_003,37,P1860049.JPG,365,361,131765,false
test,road_hump,data/processed/emtd_classification/test/road_hump/emtd_d58f34d08b4a612e_002.jpg,emtd_d58f34d08b4a612e_002,37,P1840038.JPG,328,324,106272,false
test,road_narrows_both,data/processed/emtd_classification/test/road_narrows_both/emtd_c1f70e702a101084_002.jpg,emtd_c1f70e702a101084_002,47,1028.jpg,84,77,6468,false
test,road_narrows_both,data/processed/emtd_classification/test/road_narrows_both/emtd_c341a9e3e50aa1eb_001.jpg,emtd_c341a9e3e50aa1eb_001,61,56.jpg,24,24,576,true
test,road_narrows_both,data/processed/emtd_classification/test/road_narrows_both/emtd_ff937d8340aa908c_003.jpg,emtd_ff937d8340aa908c_003,47,1026.jpg,32,25,800,true
test,roadworks,data/processed/emtd_classification/test/roadworks/emtd_78323ccd16efe861_003.jpg,emtd_78323ccd16efe861_003,34,P1860094.JPG,78,76,5928,false
test,roadworks,data/processed/emtd_classification/test/roadworks/emtd_bf46fd2a09e05bed_006.jpg,emtd_bf46fd2a09e05bed_006,34,1000.jpg,38,39,1482,false
test,roadworks,data/processed/emtd_classification/test/roadworks/emtd_f8082107503b594d_003.jpg,emtd_f8082107503b594d_003,34,1033.jpg,15,18,270,true
