stage_id,candidate_id,semantic_sign_id,display_name,source_dataset,source_url,license_notes,source_split,source_class_id,source_class_label,mapping_evidence,source_member_path,source_sha256,local_crop_path,crop_sha256,crop_width,crop_height,source_modality,review_status,counts_for_candidate_coverage,notes
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0011,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00007.ppm,67a9c0c1e6109e98a74954c5bc711cc0eb9518215427f65a6ecb0ce77157c0f6,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0011_00001_00007.jpg,77c8245220583bf8821521d81070c7153d78d5c4465aff56f1d94f76f6486b8d,43,41,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0012,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00010.ppm,73b32f6a01f9a6f8bd28e5cab341e0b369100292dcc641d6c5c3a9bc5579179e,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0012_00001_00010.jpg,ffa20c529fee635e42499e3cb735413873e130aec2c3ba7f102d33e03d0d4110,47,44,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0013,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00014.ppm,e75886f8b19856d87d73654e479816a6367e07c7dc00353f0b1e2a52c83c0d88,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0013_00001_00014.jpg,6b3ec133bf11bd7af8a299798add082d1e0f248410a5e83180c490ef7b8cd76d,52,49,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0014,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00017.ppm,9726b71bb51632cb2c8cf0717e91e41abf8da20526bcb2ddeb5437b649455293,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0014_00001_00017.jpg,d5cd8f3c07321618a5cf6992046083de693a600ef465d05590b5f1261de643aa,62,57,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0015,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00021.ppm,1992b7d5a19227917694ac10a7f019b8eb6f98c433324bc18c019362576d8757,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0015_00001_00021.jpg,26d3f78e54faf9a7607eaa75d8c11a7b0a49df932b3f7c9039ce48cab8038cca,76,70,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0016,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00025.ppm,8392c922061fb0b1bcc6614e50fb1a57e195cb25fc54476640e7eed6de3fe0de,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0016_00001_00025.jpg,f04a1259b56acf5681b3be15470a0baec6294f3fc8f2be4360b6574daae4865c,104,93,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0017,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00001_00028.ppm,ca951992c75ad1f60fa44a33719fddb4721430914fdd444d27af44d6e425f1fb,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0017_00001_00028.jpg,14e018448fe7b9767d815f5d8ff98e8ebdd2b702e3a59dd11368fdb483dea7de,137,124,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0018,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00002.ppm,59d24cf5c793cdc39cfd3cfa511e81bfa9e53820ed525ed1066cdc19938770ef,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0018_00002_00002.jpg,cdbb901a754255391f64d6d047bff64c54d81104825c2358104ae45a168a1c4f,36,34,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0019,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00006.ppm,a098c9171e37ffd09193403d325307290737a3de43d87fe03d48dd6ccfae9668,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0019_00002_00006.jpg,a20cfd06931f76ee912d7d565b79dfad3f49f036606dadbc4b6847b4fb57d98b,40,38,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0020,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00009.ppm,1a071d14f39a9507099c3a6858e28659f38f11d82ef44aecb0203742da85eef5,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0020_00002_00009.jpg,b446d9b96a717a92dd4047b5ee4953ef5682f067d6dea5d29a2d2c2c1d8e9d66,42,39,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0021,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00013.ppm,b0dcde60bde99f47059abaaf7445042e4b4a484cd63827110041db979c10f558,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0021_00002_00013.jpg,87657c85212548d2a3b109f1de6e3813e140e68dbdf8edfaba5e7f295f3f6bed,47,42,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0022,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00017.ppm,3979341099a5cc99d8820bf2709a4c6e08be370beac1cfd8b4125a66720478ed,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0022_00002_00017.jpg,18346f4e351cbb5d7c5ac592ab746386b87a4c6865fb79d59b903ad20ac0cf43,52,49,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0023,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00020.ppm,46f68319b46028d1c52eda9339cfa67b9df8ba80551ae7c8a30f1f6b9e8c798b,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0023_00002_00020.jpg,06043afb7c3d70dc0423987d61220c9a3d9c01faec9e062deeed49216ba0d5ee,59,55,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0024,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00024.ppm,1efa83e9cb19e6ed76067554738b87594f6a98b77b63f9fddfc2e532dc95c8ae,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0024_00002_00024.jpg,6c1ce75a398870b3ad534d83839d6c54fcc5a887783382f24308b91ac7b925a8,71,63,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0025,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00002_00028.ppm,83738c06b8104fba0282c3b51f58c038b64fc51fbd68369e4e8bbd0cb90ff659,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0025_00002_00028.jpg,4c97a26d03beba1db0dd80a8e15ed6d7230b7fffc297f9d3449f4c0dd3275979,84,79,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0026,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00001.ppm,19df829a26a6cd3358b7cd1b900bfb530081efe6e83b3b5237dd7853a22c0bab,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0026_00003_00001.jpg,bd7a1b8a839b00c3023aaf59535d1ea6fd7473be5137e0179ab475f6032055b1,44,37,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0027,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00005.ppm,b58a7a27bd8cbcd4bbdd3857c6eefd8b8b306912650603dc32c6c6058c2c1287,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0027_00003_00005.jpg,45bd0ee5d1d4b21cf912bc262ce633b02ffc133b976a268fef9c566a6ccf2955,46,39,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0028,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00009.ppm,4573746b9d42c056dd93febd004c8dc35cf64e6ecbe8c001d2813ee11848371c,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0028_00003_00009.jpg,10035933cb65106a9cb6cb843240b7759a075ab36279377a0339020509cfd0a9,49,43,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0029,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00012.ppm,37642ec314721c44806577e6d8e6bf23f81f64c5d27127de9aee9b9d9a442222,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0029_00003_00012.jpg,653fc84e2a5b0e4160a387abedf84e4f05cf00053b5ed373d540beb4935912fd,51,47,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0030,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00016.ppm,de7965e48c60a8d0b6a11d9a516b25c172d763f9cd30e83ca6f072b6ff2dd260,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0030_00003_00016.jpg,85957a9041da27a3e770a2cdd03b672d29338da48e201c9a299a614e49e59e3d,61,57,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0031,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00020.ppm,c8cd7cfc0c0cd4f5b4d0b425219dfc54a6bb36b28c3a07eb7cd635d36aadeb17,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0031_00003_00020.jpg,673d965b6850cff5e0ffcb215d752d5e6e55c184e708b2012b36a95804e47644,73,68,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0032,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00023.ppm,0623f5aaf0156228e1bae8918992dc2e83008bc4abf07d111e1aa588dc0802df,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0032_00003_00023.jpg,78b2fe0d8fc5f7d6a3fee779fe0c0a98b1d5ca65fedd8d5d90f437d9a76779a2,84,76,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
stage_c_gap_fill_02_public_real_sources,GTSRB02-29-0033,bicycle_crossing,Bicycle crossing,German Traffic Sign Recognition Benchmark / GTSRB,https://benchmark.ini.rub.de/,GTSRB official site states free use with required citation; keep for academic/non-commercial project use.,train,29,Bicycles crossing,GTSRB class 29 is the real-road bicycle-crossing warning sign.,GTSRB/Training/00029/00003_00027.ppm,ed497281e47ead1b9fe0ebf070cffa3d75da56da82a1630827d85676ec8afede,data/raw/online_sources/stage_c_gap_fill_02_public_real_sources/crops/bicycle_crossing/GTSRB02-29-0033_00003_00027.jpg,18130698da55d484144aa95db5907a617a7e127ed3ecaf1c064d277b8d457927,99,93,real_road_photo_crop_classification_dataset,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,GTSRB image is already a cropped sign classification sample.
