stage_id,candidate_id,semantic_sign_id,display_name,source_dataset,source_repo,source_url,original_dataset_url,legend_url,license_recorded,license_notes,source_split,source_shard,row_index_in_shard,object_index,source_image_path,source_image_sha256,source_class_label,source_class_index,mapping_evidence,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,crop_width,crop_height,crop_sha256,local_crop_path,source_modality,quality_gate,review_status,counts_for_candidate_coverage,notes
stage_c_gap_fill_03_remaining_tt100k,TTG03-p20-0001,no_left_or_right_turn,No left or right turn,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00004-of-00014.arrow,106,1,39533.jpg,14b790d0b495e4e6c25297968440e24ef2aaca818522e64a67781abf6e16fdfb,p20,32,TT100K p20 icon is the compound no-left/no-right-turn prohibition.,2048,2048,1523.000,791.000,1573.000,844.000,50.000,53.000,94,99,390867ef76b9ac67aecddcf6356c57a543cf8dd9eb487b288bab0675c0669461,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_left_or_right_turn/TTG03-p20-0001_train_data-00004-of-00014_r0106_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0001,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00003-of-00008.arrow,9,0,53500.jpg,3e4dae1f6240640ce8a785dcefd1e4bbf5e13f4d30da18c6440cb5e30537e0dd,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1391.160,872.124,1434.513,915.045,43.353,42.921,81,81,a07f7b4c9af199fc61b659c0d0fc600f05124ab88892331b2e1d0c6dc8561e3d,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0001_test_data-00003-of-00008_r0009_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0001,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00006-of-00008.arrow,53,2,55149.jpg,e54fa2af9b4ee9b76facac0b43b880102177be4b03c8743f7b2216324a1aa570,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1280.000,477.333,1358.670,544.000,78.670,66.667,148,127,99843d55d695af7f10dece5a68d9a46bf605401439941c27c4dcf4c4f6a985b9,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0001_test_data-00006-of-00008_r0053_o02.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,218,1,40652.jpg,6d8b5e40311144a8bda36dfd70494450958d3d4991470d013592bf015f7eea52,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1120.000,777.333,1173.333,826.667,53.333,49.334,99,93,cd3ea5960d14ef991b632e5360417860e12e2c14942e09024a2175d93744abe6,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_train_data-00008-of-00014_r0218_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00010-of-00014.arrow,86,0,5826.jpg,6051cb74e08bc09a0f09aceb804cd603748d025dc2ae1172efb34ce7683527db,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,696.000,1158.000,750.000,1215.000,54.000,57.000,102,107,d4a57ddf72031652a69c0fc465de4cdc1ed121fd727cb6757df105fbeaf315a7,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_train_data-00010-of-00014_r0086_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,validation,default/validation/data-00000-of-00003.arrow,50,0,22782.jpg,024f6192f8d8661be12b1d5838ff1ecec66bab33f327bd4eda49d7641f1a0547,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,329.703,908.911,388.119,968.317,58.416,59.406,111,114,fc8532edd3860ebb1900210157aab6be07ed8a503a732edc5035bd5f0ce7ba22,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_validation_data-00000-of-00003_r0050_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00000-of-00008.arrow,352,0,42804.jpg,fb944877cb08baf53689cc309d1473db58e6a72d4c82632d028fed4cd59109d6,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1195.000,621.000,1287.000,714.000,92.000,93.000,174,175,668c1d88e8ad16882518c2ef83159035eacb49468dba08d5e89a6b22370cfd53,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_test_data-00000-of-00008_r0352_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00002-of-00008.arrow,127,1,95056.jpg,643bdb04f4865b47f324ffafe40a426ef8146283f77780be60a4e3ee858a88ae,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1289.380,943.363,1326.104,977.877,36.724,34.514,69,64,1daf18e6f61ab8e0ebe8e637ecc3f08affe6599538e44543e533a914f1e3c499,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_test_data-00002-of-00008_r0127_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00003-of-00008.arrow,9,1,53500.jpg,3e4dae1f6240640ce8a785dcefd1e4bbf5e13f4d30da18c6440cb5e30537e0dd,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1391.150,931.416,1435.398,974.337,44.248,42.921,82,81,978c3f19d74ee44b30626471e3bc69c35c39091d76a2e0b645b5420bf8cc0457,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_test_data-00003-of-00008_r0009_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0002,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,test,default/test/data-00006-of-00008.arrow,208,1,80391.jpg,8027704f10e358b8f1b0abeee3488b36a28ee9880f229a40e528e8529d216105,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1405.000,225.000,1597.000,390.000,192.000,165.000,364,313,f54d01f1e67e87f1d5bc728da3e8ced820b1f3e4e7842ebc85150c2b42049051,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0002_test_data-00006-of-00008_r0208_o01.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
stage_c_gap_fill_03_remaining_tt100k,TTG03-p14-0003,no_straight_ahead,No straight ahead,Tsinghua-Tencent 100K / TT100K,Genius-Society/tt100k,https://huggingface.co/datasets/Genius-Society/tt100k,https://cg.cs.tsinghua.edu.cn/traffic-sign/,https://lijiancheng0614.github.io/2019/04/16/2019_04_16_TT100K/,HF dataset card: cc-by-nc-4.0; original/other mirrors may state CC BY-NC 2.0,Academic/non-commercial use only; verify exact licence before public redistribution.,train,default/train/data-00008-of-00014.arrow,295,0,65124.jpg,264f1c5d9c7b8abecb63b378354a2de852283cb7232ebf667f3d3bf39968472a,p14,25,TT100K p14 icon is the straight-ahead prohibition matching the coursework visual.,2048,2048,1553.000,706.000,1610.000,771.000,57.000,65.000,107,123,2ca5d75dff3d9ccdded6a9f961db92ee35342e421c7390ce504b1559c0e27593,data/raw/online_sources/stage_c_gap_fill_03_remaining_tt100k/crops/no_straight_ahead/TTG03-p14-0003_train_data-00008-of-00014_r0295_o00.jpg,real_road_photo_crop_from_detection_dataset,accepted_auto_exact_label,auto_exact_label_pending_stage_d_visual_qc,yes_pending_stage_d_qc,Cropped from TT100K object bounding box with context margin; source label retained.
