stage_d_batch,semantic_sign_id,name_en,priority,required_for,minimum_clean_crops,selected_index,review_decision,review_basis,stage_d_status,crop_path,crop_sha256,crop_width,crop_height,source_group,source_dataset,source_split,source_label,source_url,license_notes,mapping_evidence,prior_review_status,dedupe_key,sanity_notes,review_notes
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,1,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-left-2_jpg.rf.d9f9217d17de606bf3670879c8456805_00_c5_056375e54483.jpg,e0c4d2b16ab936401fdf75f4b5797d56c82159307296d2711c84f098c5030919,157,205,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-2_jpg,readable_nonblank_157x205,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,2,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-left-3_jpg.rf.85084096909e7865e3690261123c8a2d_00_c5_4f2598e71eee.jpg,beb9e5019c6b7bf1e1f83ed52207e2cb94c1534a4d383135915fae212fb29a69,255,287,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-3_jpg,readable_nonblank_255x287,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,3,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-left-4_jpg.rf.955331b2c9c61794b653fa15cd87931f_00_c5_9501cfc22d46.jpg,dd6abdc4d180d331c1dd0292a5789791ba12ee3401ccab46c1f866b47433023d,260,290,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-4_jpg,readable_nonblank_260x290,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,4,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/valid/chevron_left/Chevron-left-5_jpg.rf.287ff208595a64d419fa263b425572d8_00_c5_b7146f5ebac8.jpg,a09b5b53e63c62e147a1c509306ae143fc5c9bd17dfd2e4af9c5c96b6b7d64f4,345,464,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,valid,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-5_jpg,readable_nonblank_345x464,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,5,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/chevron_left/Chevron-left-6_jpg.rf.adb6308b15be840399bc15946fc675ab_00_c5_a514eb81f025.jpg,1acdef303e05d0ced49f9537f714bfd2871678b894ca1b818a56e0aec98e2e57,276,345,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-6_jpg,readable_nonblank_276x345,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,6,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/valid/chevron_left/Chevron-left-7_jpg.rf.f7eba4ca9fd6987acc584778cd985d1f_01_c5_4b872c2bc0f7.jpg,a07a1b3bf5f7d08c904d01740ba1092ff46e0d05cfbd8ab2943db7ecdd4deabd,243,255,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,valid,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-7_jpg,readable_nonblank_243x255,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,7,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/chevron_left/Chevron-left_jpg.rf.b546a158541fddfc2f8bf284eb322cce_00_c5_1028205ad950.jpg,6ce2e38aa8d8344cf73398681c816fb14957f9bb37c4d3ea821e7f2733d98d56,212,277,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left_jpg,readable_nonblank_212x277,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,8,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-right-_png.rf.f2d4dec892dfbef45f4fb7a724a74974_01_c5_1b22fbb16337.jpg,931e9a8ec14c0c61179eb2c98465327bc19db2e88902a2d957ba8e9b2ce3f2c6,141,160,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-right-_png,readable_nonblank_141x160,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,9,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-left-2_jpg.rf.c4288e161bf84cf22bd16fb74bac0f95_00_c5_126b47c1af0c.jpg,ce96a01110339cb23703f3a742d7a78f862cc3810b436c9f6fc5c98b478da4ed,169,208,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-2_jpg,readable_nonblank_169x208,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_left,Sharp direction left,optional,future_catalogue,10,10,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_left/Chevron-left-2_jpg.rf.d9f9217d17de606bf3670879c8456805_01_c5_2fdbd7314c3d.jpg,554edae9363282340c9f4fbd252168a259282ab21e0306a32496e6d5dc85c322,42,48,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -left-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -left-; mapping confidence high.,accepted_public_mixed,Chevron -left-:Chevron-left-2_jpg,readable_nonblank_42x48,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,1,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_right/0688_jpg.rf.8a437fe5fdca302db8144c2727a33dfa_00_c6_2e862e1883b3.jpg,577b2214221ec759b446edd1f39d6182f5c0c781f16a0f2b26ec81d1c9f73090,63,64,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0688_jpg,readable_nonblank_63x64,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,2,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_right/0693_jpg.rf.e6c4524b73f50ce337eb032fc8ab751c_00_c6_4ed88eb64418.jpg,d689b9734289afc7f994f139a1a1533b56083ff2e7dbeaf22e403e43406abe34,50,52,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0693_jpg,readable_nonblank_50x52,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,3,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_right/0697_jpg.rf.262306eb9c1c26829b8e52648cc4b411_00_c6_38d6cbcc0371.jpg,53025fa6e9e3aaa5bae77bf33871717e584c39d4b36f904b6cc7985f7156c039,100,100,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0697_jpg,readable_nonblank_100x100,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,4,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/valid/chevron_right/0701_jpg.rf.1fc2e5145a008face0b042d5f0095d76_00_c6_2ebfae238682.jpg,48bd2c0636079b4ac09ee01cca1adff03c7be74eef8d568d53be9317d60750a5,67,73,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,valid,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0701_jpg,readable_nonblank_67x73,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,5,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_right/0707_jpg.rf.56bfca6ffa31ec3ce678d461f593873e_00_c6_2fe92b2ff94c.jpg,19255f079b651fdf803d643687496472743ac5ef759e6c01f07434a483411f23,94,94,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0707_jpg,readable_nonblank_94x94,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,6,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/valid/chevron_right/0710_jpg.rf.6a149ed2c301b0f03105137da6d389c8_00_c6_d509128d2805.jpg,bba63af9d429de652e5273e49ce58380be054a5b9c7f65a22f3d4a298b6a6a9b,58,67,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,valid,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0710_jpg,readable_nonblank_58x67,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,7,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/test/chevron_right/0712_jpg.rf.da9b1d14e11265b009d97db1ef439e83_00_c6_bc304dfe9582.jpg,8b9a24b38233c2e927a8ba6a7bcacc25e3d72ea9c80ca9e2dbfff0910bb9dbe1,83,92,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,test,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:0712_jpg,readable_nonblank_83x92,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,8,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_malaysia_road_sign_v1/classification_crops/train/chevron_right/1002_jpg.rf.c0cf0135d73d551274a51a0859acfc82_04_c6_5e9c7d8c23cc.jpg,d9243a0917eb54d5d05c0cc2948f6e484112274ebc92c4e2ccbc76f392b18616,44,49,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,accepted_public_mixed,Chevron -right-:1002_jpg,readable_nonblank_44x49,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,9,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/raw/roboflow/malaysia_road_sign_dataset_v1/extracted_full/train/images/1025_jpg.rf.3f94760e4b70e324c0b4b8e2f7ce3370.jpg,0a873c781499848eba38f659053c95fce1de21eeb604ed0ea5c0e642b3479a81,2048,1152,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,rejected,Chevron -right-:1025_jpg,readable_nonblank_2048x1152,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,chevron_right,Sharp direction right,optional,future_catalogue,10,10,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/raw/roboflow/malaysia_road_sign_dataset_v1/extracted_full/train/images/1046_jpg.rf.1a10c1d08c57c933c74676a95461298e.jpg,9f5d6ce9034453f43fc7e0b1c1d67a0fba3fcd3a9881561486df421e217e50f4,40,40,roboflow_source_manifest,roboflow_malaysia_road_sign_v1,train,Chevron -right-,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label Chevron -right-; mapping confidence high.,rejected,Chevron -right-:1046_jpg,readable_nonblank_40x40,Selected deterministically for Stage E candidate split freeze.
stage_d_other_zero_gap_minimum_qc,dead_end,Dead end,optional,future_catalogue,10,1,accept,source_mapping_plus_stage_d_sanity_and_contact_sheet,accepted_first_pass_visual_qc,data/staging/roboflow/roboflow_dr_samsudin_malaysia_road_sign/classification/train/dead_end/DEAD-END10_jpeg.rf.959a113e87a16acd866f659564da2c07.jpg,5dfa8bad124e33fff26e3218de02bee5e6e9aa88011cb05f5e3ba92248543e39,640,640,roboflow_source_manifest,roboflow_dr_samsudin_malaysia_road_sign,train,deadEnd,See DATA_SOURCE_CITATION_LEDGER.md and archived roboflow source manifest.,See DATA_SOURCE_CITATION_LEDGER.md; public Roboflow imports require attribution review.,Roboflow source label deadEnd; mapping confidence high.,accepted_public_mixed,deadEnd:DEAD-END10_jpeg,readable_nonblank_640x640,Selected deterministically for Stage E candidate split freeze.
