stage_id,candidate_id,semantic_sign_id,display_name,source_title,commons_page_url,source_file_url,download_url,license_short_name,license_url,artist,source_modality,mapping_evidence,assignment_reference_path,local_original_path,local_crop_path,source_sha256,crop_sha256,source_width,source_height,crop_width,crop_height,crop_bbox_xyxy,crop_method,review_status,counts_for_candidate_coverage,notes
stage_c_manual_01_visual_commons,MAN01-WR-0001,width_restriction,Width restriction,File:China road sign 禁 34.svg,https://commons.wikimedia.org/wiki/File:China_road_sign_%E7%A6%81_34.svg,https://upload.wikimedia.org/wikipedia/commons/c/c7/China_road_sign_%E7%A6%81_34.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/China_road_sign_%E7%A6%81_34.svg/1280px-China_road_sign_%E7%A6%81_34.svg.png,Public domain,,Beijing Traffic Management Bureau,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0001_China_road_sign_34.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0001_China_road_sign_34.svg.jpg,9faad2eeb8161ca27bc6c8dc984e1199506c5c0ddc557c1d760d3221bc9ba464,60e6d491000b12d9bc0b37555ee432da8ce9da34d37a14eb4c1e1d6b761c48fa,1280,1294,1280,1294,"0,0,1280,1294",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,China/GB-style maximum-width sign with metric width value.
stage_c_manual_01_visual_commons,MAN01-WR-0002,width_restriction,Width restriction,File:Korean Traffic sign (Maximum Width Limit).svg,https://commons.wikimedia.org/wiki/File:Korean_Traffic_sign_(Maximum_Width_Limit).svg,https://upload.wikimedia.org/wikipedia/commons/e/ef/Korean_Traffic_sign_%28Maximum_Width_Limit%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Korean_Traffic_sign_%28Maximum_Width_Limit%29.svg/1280px-Korean_Traffic_sign_%28Maximum_Width_Limit%29.svg.png,Public domain,,P.Ctnt,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0002_Korean_Traffic_sign_Maximum_Width_Limit_.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0002_Korean_Traffic_sign_Maximum_Width_Limit_.svg.jpg,ae9fac7eaf1c23dec47ee3a9ad493b11f100c8633a7521c2ea626cd925927545,99abb2e6175ae94fb64158c65a526bdf8883cf7f99fab0f2e86018031ff0d93d,1280,1278,1280,1278,"0,0,1280,1278",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Korean official-style maximum-width sign with side arrows and metric value.
stage_c_manual_01_visual_commons,MAN01-WR-0003,width_restriction,Width restriction,File:Japan road sign 322.svg,https://commons.wikimedia.org/wiki/File:Japan_road_sign_322.svg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Japan_road_sign_322.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Japan_road_sign_322.svg/1280px-Japan_road_sign_322.svg.png,Public domain,,Monaneko,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0003_Japan_road_sign_322.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0003_Japan_road_sign_322.svg.jpg,458ed058228496b7fd07a1c6b9dfbfc5c2cd3c9160a0c3810d5f456b2b5cb698,8cee6a82607659f154091aa75f0e4a9e096e846da5ea73a5965258343766b2d1,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Japan official-style maximum-width sign with side arrows and metric value.
stage_c_manual_01_visual_commons,MAN01-WR-0004,width_restriction,Width restriction,File:SA road sign - Maximum Width.svg,https://commons.wikimedia.org/wiki/File:SA_road_sign_-_Maximum_Width.svg,https://upload.wikimedia.org/wikipedia/commons/4/40/SA_road_sign_-_Maximum_Width.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/SA_road_sign_-_Maximum_Width.svg/1280px-SA_road_sign_-_Maximum_Width.svg.png,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Qrmoo3,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0004_SA_road_sign_-_Maximum_Width.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0004_SA_road_sign_-_Maximum_Width.svg.jpg,96c1f31ee35b45b53929e4ad96ab24c9182f23c5a9143ef8e540db128b419c6a,62938fb0acf8373671e2967e1478b8d4131887771a69af0a043dd70ceb855ff4,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Saudi Arabia official-style maximum-width sign with metric value.
stage_c_manual_01_visual_commons,MAN01-WR-0005,width_restriction,Width restriction,File:Brunei road sign - Width Restriction.svg,https://commons.wikimedia.org/wiki/File:Brunei_road_sign_-_Width_Restriction.svg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Brunei_road_sign_-_Width_Restriction.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Brunei_road_sign_-_Width_Restriction.svg/1280px-Brunei_road_sign_-_Width_Restriction.svg.png,Public domain,,Government of Brunei Darussalam,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0005_Brunei_road_sign_-_Width_Restriction.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0005_Brunei_road_sign_-_Width_Restriction.svg.jpg,631570ee2d4d876fd0da43e0e41775bc0efe527cb749c8b31afde0dd5fa0f316,ca4fd4cb2faaff040a8f410d1c401bb5e46e2d326ea380d394e74ff7c3354b28,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Brunei official-style width restriction sign.
stage_c_manual_01_visual_commons,MAN01-WR-0006,width_restriction,Width restriction,File:Philippines road sign R6-2.svg,https://commons.wikimedia.org/wiki/File:Philippines_road_sign_R6-2.svg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Philippines_road_sign_R6-2.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Philippines_road_sign_R6-2.svg/1280px-Philippines_road_sign_R6-2.svg.png,Public domain,,Department of Public Works and Highways (Philippines) *Derivative: Photo07,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0006_Philippines_road_sign_R6-2.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0006_Philippines_road_sign_R6-2.svg.jpg,214953a44c4cdf5a1ddee8354eaf502944523e726fe19106c8e6e2433a56d610,bcd21d0d18516c03ecfdd09b7014c1238aa8d0d80b832254b19a5da154d14717,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Philippines official-style width-limit sign.
stage_c_manual_01_visual_commons,MAN01-WR-0007,width_restriction,Width restriction,File:Singapore road sign - Prohibitory - Width limit.svg,https://commons.wikimedia.org/wiki/File:Singapore_road_sign_-_Prohibitory_-_Width_limit.svg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Singapore_road_sign_-_Prohibitory_-_Width_limit.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Singapore_road_sign_-_Prohibitory_-_Width_limit.svg/1280px-Singapore_road_sign_-_Prohibitory_-_Width_limit.svg.png,Public domain,,Government of Singapore - Land Transport Authority,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0007_Singapore_road_sign_-_Prohibitory_-_Width_limit.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0007_Singapore_road_sign_-_Prohibitory_-_Width_limit.svg.jpg,c9c417c968e911d854361010e16318ed71cd5f873a81f5ed64dcb4b1902d4ba5,5aadbad2d99ababa338b0f2c187ef069298c27d43309929c014ae20ad339f48d,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,Singapore official-style prohibitory width-limit sign.
stage_c_manual_01_visual_commons,MAN01-WR-0008,width_restriction,Width restriction,File:Indian Road Sign width limit.svg,https://commons.wikimedia.org/wiki/File:Indian_Road_Sign_width_limit.svg,https://upload.wikimedia.org/wikipedia/commons/2/25/Indian_Road_Sign_width_limit.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Indian_Road_Sign_width_limit.svg/1280px-Indian_Road_Sign_width_limit.svg.png,GODL-India,https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf,"Ministry of Road Transport & Highways, Govt. of India",official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0008_Indian_Road_Sign_width_limit.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0008_Indian_Road_Sign_width_limit.svg.jpg,421641ef1fe2e4de7e011a92cdf1cbadb928fa0712cd3381bd7a5d39d61c3fa5,a7eed380743432f5b07b4eebab4d003beb4eb51224e86dfd86f213bdcf024804,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,India official-style width-limit sign with metric value.
stage_c_manual_01_visual_commons,MAN01-WR-0009,width_restriction,Width restriction,File:Finland road sign C21-2.0.svg,https://commons.wikimedia.org/wiki/File:Finland_road_sign_C21-2.0.svg,https://upload.wikimedia.org/wikipedia/commons/6/69/Finland_road_sign_C21-2.0.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Finland_road_sign_C21-2.0.svg/1280px-Finland_road_sign_C21-2.0.svg.png,Public domain,,Republic of Finland,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0009_Finland_road_sign_C21-2.0.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0009_Finland_road_sign_C21-2.0.svg.jpg,7523776d2233a5df83cdce767545979a8cb9121de66351a26ba9135f76ec32f4,0b8141ec4df5ff9d4f854ef39829e13375663fd1f4432403827d87383b43bd26,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,"Finland C21 maximum-width sign, 2.0 m value."
stage_c_manual_01_visual_commons,MAN01-WR-0010,width_restriction,Width restriction,File:Finland road sign C21-2.1.svg,https://commons.wikimedia.org/wiki/File:Finland_road_sign_C21-2.1.svg,https://upload.wikimedia.org/wikipedia/commons/6/60/Finland_road_sign_C21-2.1.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Finland_road_sign_C21-2.1.svg/1280px-Finland_road_sign_C21-2.1.svg.png,Public domain,,Republic of Finland,official_style_reference_diagram,"Visual match against width_restriction reference: red circular maximum-width sign with inward side arrows, metric width value, or clear road-photo equivalent.",outputs/review/90_ARCHIVE_OLD_REVIEW_FILES_20260630/02_p5_emtd_dataset_qc/p5_class_contact_sheets/width_restriction.jpg,data/raw/manual_collection/stage_c_manual_01/width_restriction/original/MAN01-WR-0010_Finland_road_sign_C21-2.1.svg.png,data/raw/manual_collection/stage_c_manual_01/width_restriction/crops/MAN01-WR-0010_Finland_road_sign_C21-2.1.svg.jpg,5eb4fd00652e5f994d72c406ba13dd5d1c11bf6ae22f4062ce00749c82baba49,30b18b7adf40a4b0cd9e6969458f7ab86a4995847fa27c93254f0970ab01c358,1280,1280,1280,1280,"0,0,1280,1280",red_component_auto_crop,visual_match_pending_stage_d_qc,yes_pending_stage_d_qc,"Finland C21 maximum-width sign, 2.1 m value."
